F10.7,SSN,Datetime,Kp,Ap
232.0,246,2000-07-24,1.667,6.0
208.2,254,2000-07-25,2.0,7.0
180.1,191,2000-07-26,4.667,39.0
167.4,181,2000-07-27,2.333,9.0
162.7,172,2000-07-28,1.667,6.0
157.9,162,2000-07-29,2.667,12.0
154.5,161,2000-07-30,2.0,7.0
152.4,134,2000-07-31,5.0,48.0
153.9,147,2000-08-01,3.333,18.0
155.1,152,2000-08-02,2.333,9.0
158.8,148,2000-08-03,2.0,7.0
158.7,152,2000-08-04,2.667,12.0
163.2,199,2000-08-05,4.0,27.0
170.8,198,2000-08-06,3.333,18.0
171.6,227,2000-08-07,2.0,7.0
175.6,194,2000-08-08,2.0,7.0
187.2,177,2000-08-09,2.333,9.0
185.9,213,2000-08-10,5.333,56.0
192.3,228,2000-08-11,5.667,67.0
194.3,235,2000-08-12,3.667,22.0
190.9,243,2000-08-13,2.667,12.0
194.3,282,2000-08-14,4.333,32.0
198.9,253,2000-08-15,1.333,5.0
190.3,246,2000-08-16,2.0,7.0
181.5,210,2000-08-17,1.333,5.0
173.6,194,2000-08-18,0.667,3.0
160.8,184,2000-08-19,1.0,4.0
156.0,147,2000-08-20,1.0,4.0
154.9,106,2000-08-21,3.667,22.0
147.5,93,2000-08-22,0.667,3.0
139.9,93,2000-08-23,1.333,5.0
133.5,106,2000-08-24,0.667,3.0
136.0,112,2000-08-25,1.0,4.0
139.9,109,2000-08-26,0.667,3.0
153.2,156,2000-08-27,2.333,9.0
163.2,183,2000-08-28,5.0,48.0
166.5,191,2000-08-29,3.0,15.0
167.9,199,2000-08-30,3.333,18.0
165.9,217,2000-08-31,3.333,18.0
160.5,202,2000-09-01,2.667,12.0
156.7,168,2000-09-02,2.333,9.0
156.7,182,2000-09-03,2.667,12.0
173.6,191,2000-09-04,4.0,27.0
183.1,162,2000-09-05,2.333,9.0
181.5,162,2000-09-06,4.0,27.0
175.8,156,2000-09-07,3.333,18.0
165.7,121,2000-09-08,3.667,22.0
153.0,90,2000-09-09,0.0,0.0
142.5,60,2000-09-10,1.333,5.0
136.7,37,2000-09-11,1.667,6.0
134.2,50,2000-09-12,4.0,27.0
134.8,78,2000-09-13,1.667,6.0
152.5,85,2000-09-14,1.0,4.0
161.1,109,2000-09-15,5.0,48.0
176.4,121,2000-09-16,6.333,94.0
183.2,154,2000-09-17,8.333,236.0
205.7,159,2000-09-18,3.0,15.0
208.8,172,2000-09-19,3.667,22.0
213.1,176,2000-09-20,1.667,6.0
226.7,195,2000-09-21,1.667,6.0
233.8,202,2000-09-22,0.667,3.0
226.7,227,2000-09-23,1.0,4.0
225.8,232,2000-09-24,3.333,18.0
226.8,218,2000-09-25,4.0,27.0
224.7,229,2000-09-26,3.333,18.0
205.5,230,2000-09-27,2.667,12.0
203.0,202,2000-09-28,0.667,3.0
192.6,169,2000-09-29,1.667,6.0
194.0,142,2000-09-30,6.333,94.0
201.9,164,2000-10-01,1.0,4.0
202.9,218,2000-10-02,2.667,12.0
192.1,227,2000-10-03,2.0,7.0
184.1,214,2000-10-04,5.667,67.0
173.7,183,2000-10-05,5.0,48.0
157.9,138,2000-10-06,0.667,3.0
155.3,94,2000-10-07,0.0,0.0
148.6,103,2000-10-08,2.0,7.0
140.4,101,2000-10-09,2.0,7.0
139.1,81,2000-10-10,2.0,7.0
150.8,117,2000-10-11,1.0,4.0
161.9,174,2000-10-12,3.0,15.0
167.2,173,2000-10-13,1.667,6.0
162.3,148,2000-10-14,5.0,48.0
160.1,118,2000-10-15,2.0,7.0
159.8,131,2000-10-16,2.0,7.0
153.0,138,2000-10-17,2.667,12.0
153.7924678129774,135,2000-10-18,2.667,12.0
156.5,128,2000-10-19,2.0,7.0
159.3,134,2000-10-20,0.333,2.0
156.5,138,2000-10-21,0.333,2.0
158.6,127,2000-10-22,2.667,12.0
164.8,121,2000-10-23,2.333,9.0
157.5,117,2000-10-24,1.667,6.0
162.0,125,2000-10-25,2.0,7.0
168.9,104,2000-10-26,2.333,9.0
173.7,114,2000-10-27,1.0,4.0
179.7,151,2000-10-28,5.333,56.0
184.5,161,2000-10-29,2.667,12.0
191.0,154,2000-10-30,1.0,4.0
190.5,158,2000-10-31,3.333,18.0
201.2,207,2000-11-01,2.333,9.0
193.2,218,2000-11-02,0.667,3.0
195.5,209,2000-11-03,2.0,7.0
191.4,192,2000-11-04,3.667,22.0
183.1,197,2000-11-05,3.333,18.0
174.9,160,2000-11-06,5.667,67.0
176.6,181,2000-11-07,2.0,7.0
169.5,188,2000-11-08,2.333,9.0
163.0,141,2000-11-09,4.0,27.0
150.4,149,2000-11-10,3.0,15.0
146.6,133,2000-11-11,3.0,15.0
143.6,107,2000-11-12,2.667,12.0
140.6,104,2000-11-13,2.333,9.0
145.4,124,2000-11-14,1.667,6.0
143.2,145,2000-11-15,1.0,4.0
150.7,141,2000-11-16,2.333,9.0
159.6,139,2000-11-17,0.0,0.0
172.9,172,2000-11-18,3.0,15.0
170.7,185,2000-11-19,2.0,7.0
169.6,163,2000-11-20,1.0,4.0
180.9,178,2000-11-21,2.333,9.0
190.1,167,2000-11-22,1.667,6.0
200.1,135,2000-11-23,0.0,0.0
192.1,145,2000-11-24,3.667,22.0
194.8257887363788,109,2000-11-25,1.333,5.0
197.0,87,2000-11-26,5.667,67.0
186.6,124,2000-11-27,2.667,12.0
190.3,157,2000-11-28,4.0,27.0
183.2,182,2000-11-29,3.0,15.0
187.0,204,2000-11-30,2.0,7.0
179.3,159,2000-12-01,0.333,2.0
162.3,150,2000-12-02,1.0,4.0
158.9,162,2000-12-03,1.333,5.0
147.6,99,2000-12-04,2.667,12.0
142.7,89,2000-12-05,0.333,2.0
136.9,78,2000-12-06,2.667,12.0
139.9,93,2000-12-07,4.0,27.0
134.1,78,2000-12-08,3.333,18.0
130.7,80,2000-12-09,4.333,32.0
142.1,85,2000-12-10,2.667,12.0
139.2,99,2000-12-11,2.667,12.0
145.2,122,2000-12-12,1.333,5.0
159.5,157,2000-12-13,1.333,5.0
176.5,185,2000-12-14,1.333,5.0
181.9,210,2000-12-15,0.333,2.0
184.4,199,2000-12-16,1.333,5.0
190.4,207,2000-12-17,1.0,4.0
191.6,190,2000-12-18,2.0,7.0
192.2,162,2000-12-19,0.333,2.0
194.8,174,2000-12-20,0.667,3.0
188.2,159,2000-12-21,1.333,5.0
183.8,147,2000-12-22,3.667,22.0
184.7,140,2000-12-23,2.0,7.0
186.7,158,2000-12-24,1.333,5.0
180.9,148,2000-12-25,2.333,9.0
182.6,166,2000-12-26,2.667,12.0
181.4,162,2000-12-27,1.667,6.0
179.3,162,2000-12-28,0.333,2.0
175.5,151,2000-12-29,2.0,7.0
176.1,152,2000-12-30,1.0,4.0
163.9,119,2000-12-31,0.333,2.0
165.3,133,2001-01-01,0.667,3.0
170.2,140,2001-01-02,2.667,12.0
164.2,131,2001-01-03,1.0,4.0
168.8,146,2001-01-04,2.333,9.0
170.5,164,2001-01-05,3.0,15.0
173.4,194,2001-01-06,1.0,4.0
170.9,195,2001-01-07,2.0,7.0
161.5,157,2001-01-08,3.667,22.0
160.8,172,2001-01-09,1.333,5.0
157.4,151,2001-01-10,2.333,9.0
160.5,172,2001-01-11,2.667,12.0
172.5,175,2001-01-12,0.333,2.0
178.3,166,2001-01-13,1.333,5.0
170.6,149,2001-01-14,2.0,7.0
163.8,137,2001-01-15,3.0,15.0
156.6,112,2001-01-16,1.0,4.0
147.0,88,2001-01-17,1.333,5.0
146.6,90,2001-01-18,2.0,7.0
147.7,109,2001-01-19,2.0,7.0
148.3,91,2001-01-20,3.333,18.0
152.98174034084568,121,2001-01-21,4.0,27.0
157.1,139,2001-01-22,2.667,12.0
162.0,167,2001-01-23,4.0,27.0
167.2,176,2001-01-24,3.0,15.0
163.4,158,2001-01-25,2.0,7.0
160.5,125,2001-01-26,2.667,12.0
161.8,145,2001-01-27,0.667,3.0
162.6,152,2001-01-28,2.667,12.0
160.5,134,2001-01-29,2.667,12.0
158.05357974399047,104,2001-01-30,0.0,0.0
155.78383330203076,128,2001-01-31,3.0,15.0
156.2,118,2001-02-01,2.0,7.0
161.6,118,2001-02-02,1.333,5.0
159.0,139,2001-02-03,0.0,0.0
158.08319036004448,137,2001-02-04,0.0,0.0
160.7,158,2001-02-05,2.0,7.0
165.3,166,2001-02-06,2.667,12.0
159.6,167,2001-02-07,1.0,4.0
152.3,167,2001-02-08,2.667,12.0
158.1,172,2001-02-09,1.667,6.0
156.5,158,2001-02-10,0.333,2.0
147.4,151,2001-02-11,1.333,5.0
140.9,107,2001-02-12,2.667,12.0
137.8,107,2001-02-13,4.667,39.0
134.6,103,2001-02-14,3.0,15.0
131.8,113,2001-02-15,0.667,3.0
126.5,110,2001-02-16,1.667,6.0
126.8,107,2001-02-17,0.333,2.0
129.0,115,2001-02-18,0.667,3.0
134.0,113,2001-02-19,0.667,3.0
142.3,115,2001-02-20,1.667,6.0
140.5,142,2001-02-21,1.667,6.0
141.319096904583,122,2001-02-22,2.0,7.0
142.2,89,2001-02-23,2.0,7.0
134.6,84,2001-02-24,0.0,0.0
132.2,84,2001-02-25,0.667,3.0
132.8,87,2001-02-26,3.667,22.0
128.1,75,2001-02-27,0.667,3.0
129.4,77,2001-02-28,1.667,6.0
129.0,76,2001-03-01,1.333,5.0
127.4,77,2001-03-02,2.667,12.0
137.3,110,2001-03-03,2.667,12.0
138.7,134,2001-03-04,4.333,32.0
153.4,152,2001-03-05,1.667,6.0
155.4,133,2001-03-06,1.667,6.0
174.0,124,2001-03-07,1.0,4.0
164.8,92,2001-03-08,2.667,12.0
159.2,115,2001-03-09,0.333,2.0
158.0,142,2001-03-10,0.333,2.0
155.8,132,2001-03-11,0.333,2.0
155.7,139,2001-03-12,3.667,22.0
145.6,108,2001-03-13,2.0,7.0
140.7,117,2001-03-14,1.333,5.0
134.7,110,2001-03-15,0.667,3.0
138.5,102,2001-03-16,1.333,5.0
132.9,75,2001-03-17,1.667,6.0
138.5,89,2001-03-18,2.333,9.0
145.7,96,2001-03-19,5.333,56.0
152.1,117,2001-03-20,3.667,22.0
158.2,129,2001-03-21,1.0,4.0
181.8,124,2001-03-22,3.0,15.0
178.9,165,2001-03-23,3.0,15.0
217.5,218,2001-03-24,0.333,2.0
215.7,272,2001-03-25,0.667,3.0
262.6,319,2001-03-26,1.0,4.0
272.4,352,2001-03-27,6.0,80.0
272.6,343,2001-03-28,3.667,22.0
261.0,340,2001-03-29,2.667,12.0
256.3,338,2001-03-30,3.333,18.0
245.3,300,2001-03-31,7.333,154.0
257.2,279,2001-04-01,5.0,48.0
227.9,249,2001-04-02,2.667,12.0
223.1,254,2001-04-03,2.0,7.0
205.0,201,2001-04-04,2.0,7.0
192.80706222333563,200,2001-04-05,3.333,18.0
187.45420348820244,165,2001-04-06,3.333,18.0
180.0,150,2001-04-07,2.667,12.0
169.7,173,2001-04-08,6.333,94.0
165.4,165,2001-04-09,2.0,7.0
170.4,171,2001-04-10,2.667,12.0
160.3,173,2001-04-11,8.333,236.0
149.8,155,2001-04-12,1.0,4.0
137.8,147,2001-04-13,4.667,39.0
139.6,138,2001-04-14,2.0,7.0
135.1,113,2001-04-15,2.333,9.0
124.3,87,2001-04-16,2.333,9.0
127.1,42,2001-04-17,2.333,9.0
133.0,57,2001-04-18,2.667,12.0
145.8,93,2001-04-19,2.0,7.0
182.2,129,2001-04-20,1.333,5.0
193.0,174,2001-04-21,3.0,15.0
194.6,164,2001-04-22,4.0,27.0
198.6,159,2001-04-23,1.0,4.0
195.8,164,2001-04-24,1.333,5.0
196.3,179,2001-04-25,1.667,6.0
198.7,179,2001-04-26,1.667,6.0
193.3,192,2001-04-27,0.667,3.0
190.4,161,2001-04-28,3.333,18.0
194.5,170,2001-04-29,0.333,2.0
190.7,168,2001-04-30,0.333,2.0
213.0,157,2001-05-01,0.667,3.0
179.0,174,2001-05-02,0.667,3.0
175.1,169,2001-05-03,1.667,6.0
178.6,194,2001-05-04,1.667,6.0
163.5,174,2001-05-05,1.0,4.0
157.8,135,2001-05-06,2.0,7.0
140.9,116,2001-05-07,0.667,3.0
131.1,81,2001-05-08,4.0,27.0
131.9,93,2001-05-09,4.333,32.0
133.0,88,2001-05-10,2.667,12.0
139.4,118,2001-05-11,3.333,18.0
141.0,124,2001-05-12,4.667,39.0
141.9,125,2001-05-13,4.333,32.0
141.2,150,2001-05-14,1.0,4.0
145.2,141,2001-05-15,3.0,15.0
140.9,146,2001-05-16,2.333,9.0
150.8,140,2001-05-17,2.333,9.0
141.5,137,2001-05-18,3.0,15.0
144.6,125,2001-05-19,0.667,3.0
144.9,121,2001-05-20,1.0,4.0
153.8,140,2001-05-21,0.667,3.0
155.8,178,2001-05-22,2.0,7.0
162.8,197,2001-05-23,2.333,9.0
168.60929171375122,174,2001-05-24,1.0,4.0
166.1,165,2001-05-25,1.0,4.0
151.3,174,2001-05-26,1.0,4.0
150.8,182,2001-05-27,2.0,7.0
146.9,151,2001-05-28,4.0,27.0
142.3,125,2001-05-29,0.667,3.0
136.0,110,2001-05-30,1.0,4.0
136.6,101,2001-05-31,0.667,3.0
136.8,88,2001-06-01,3.667,22.0
137.8,150,2001-06-02,3.333,18.0
149.5,150,2001-06-03,2.0,7.0
158.3,145,2001-06-04,2.0,7.0
158.0,161,2001-06-05,1.667,6.0
162.4,180,2001-06-06,2.0,7.0
169.8,195,2001-06-07,1.667,6.0
185.7,215,2001-06-08,2.667,12.0
182.4,254,2001-06-09,5.667,67.0
168.0,241,2001-06-10,2.333,9.0
167.4,262,2001-06-11,1.667,6.0
171.6,259,2001-06-12,1.333,5.0
187.1,242,2001-06-13,1.333,5.0
200.9,273,2001-06-14,3.667,22.0
203.2,282,2001-06-15,0.333,2.0
214.3,289,2001-06-16,0.667,3.0
211.2,270,2001-06-17,1.333,5.0
206.89543434617352,232,2001-06-18,4.667,39.0
201.7,214,2001-06-19,3.333,18.0
205.0,206,2001-06-20,1.667,6.0
206.9,218,2001-06-21,2.333,9.0
210.3,229,2001-06-22,2.0,7.0
213.0,235,2001-06-23,1.333,5.0
201.3,220,2001-06-24,2.333,9.0
188.4,198,2001-06-25,1.0,4.0
173.5,173,2001-06-26,3.333,18.0
152.8,162,2001-06-27,0.333,2.0
144.9,135,2001-06-28,0.667,3.0
144.6,112,2001-06-29,1.667,6.0
141.2,98,2001-06-30,2.333,9.0
140.0,111,2001-07-01,2.667,12.0
138.8,125,2001-07-02,1.0,4.0
136.3,120,2001-07-03,1.0,4.0
131.3,107,2001-07-04,2.0,7.0
123.6,93,2001-07-05,2.667,12.0
124.688609665465,68,2001-07-06,2.0,7.0
126.4498653756983,71,2001-07-07,1.333,5.0
130.5,81,2001-07-08,4.667,39.0
134.4,107,2001-07-09,1.333,5.0
134.3,105,2001-07-10,2.333,9.0
136.3,104,2001-07-11,0.667,3.0
138.3,135,2001-07-12,2.333,9.0
137.7,167,2001-07-13,2.667,12.0
145.4,149,2001-07-14,1.0,4.0
146.8,153,2001-07-15,2.333,9.0
150.03790427707946,170,2001-07-16,3.333,18.0
150.4,185,2001-07-17,1.667,6.0
147.7,191,2001-07-18,1.333,5.0
146.9,183,2001-07-19,1.0,4.0
147.2,177,2001-07-20,0.333,2.0
143.5,144,2001-07-21,1.667,6.0
144.9,150,2001-07-22,2.667,12.0
147.8,152,2001-07-23,2.0,7.0
136.7,135,2001-07-24,2.333,9.0
137.5,119,2001-07-25,2.333,9.0
127.2,92,2001-07-26,2.0,7.0
125.1,90,2001-07-27,2.0,7.0
119.0,95,2001-07-28,0.667,3.0
120.5,69,2001-07-29,0.667,3.0
118.0,86,2001-07-30,3.0,15.0
120.3,78,2001-07-31,3.333,18.0
123.8,94,2001-08-01,1.667,6.0
124.3,123,2001-08-02,0.667,3.0
135.5,141,2001-08-03,2.333,9.0
152.7,175,2001-08-04,2.0,7.0
160.5,198,2001-08-05,2.667,12.0
168.3,182,2001-08-06,3.333,18.0
171.0,179,2001-08-07,1.333,5.0
171.5,178,2001-08-08,1.0,4.0
167.8,158,2001-08-09,3.0,15.0
164.7,150,2001-08-10,2.0,7.0
169.5,170,2001-08-11,2.667,12.0
164.0,170,2001-08-12,3.333,18.0
155.5,138,2001-08-13,2.667,12.0
151.1,141,2001-08-14,2.667,12.0
150.5,161,2001-08-15,1.667,6.0
146.2,193,2001-08-16,1.0,4.0
148.4,178,2001-08-17,6.333,94.0
159.9,161,2001-08-18,3.333,18.0
161.3,152,2001-08-19,0.333,2.0
159.8,153,2001-08-20,2.0,7.0
163.9,167,2001-08-21,2.667,12.0
165.2,170,2001-08-22,4.333,32.0
173.4,181,2001-08-23,1.333,5.0
178.7,176,2001-08-24,0.0,0.0
203.2,140,2001-08-25,3.0,15.0
193.8,153,2001-08-26,3.0,15.0
195.9,170,2001-08-27,3.667,22.0
203.1,184,2001-08-28,1.0,4.0
200.9,146,2001-08-29,0.667,3.0
203.0,150,2001-08-30,1.0,4.0
192.2,175,2001-08-31,2.0,7.0
187.4,163,2001-09-01,0.0,0.0
185.7,168,2001-09-02,2.333,9.0
202.1,190,2001-09-03,4.333,32.0
222.1,171,2001-09-04,2.0,7.0
221.8,190,2001-09-05,0.333,2.0
225.6,223,2001-09-06,1.667,6.0
229.5,262,2001-09-07,2.667,12.0
253.1,288,2001-09-08,0.333,2.0
239.5,262,2001-09-09,0.333,2.0
247.8,237,2001-09-10,1.0,4.0
252.9,199,2001-09-11,2.667,12.0
238.1,235,2001-09-12,3.0,15.0
242.6,237,2001-09-13,0.333,2.0
239.3,234,2001-09-14,3.333,18.0
221.7,205,2001-09-15,2.667,12.0
209.3,191,2001-09-16,2.333,9.0
201.1,177,2001-09-17,2.0,7.0
205.7,215,2001-09-18,1.667,6.0
200.6,226,2001-09-19,1.0,4.0
228.7,289,2001-09-20,2.0,7.0
240.5,273,2001-09-21,2.333,9.0
257.0,259,2001-09-22,0.0,0.0
260.2,294,2001-09-23,4.333,32.0
281.0,316,2001-09-24,0.667,3.0
276.6,305,2001-09-25,7.333,154.0
284.0,277,2001-09-26,2.0,7.0
270.6,278,2001-09-27,2.333,9.0
285.5,269,2001-09-28,3.333,18.0
240.2,251,2001-09-29,5.333,56.0
236.3,261,2001-09-30,5.0,48.0
216.9,260,2001-10-01,5.0,48.0
201.1,223,2001-10-02,6.667,111.0
191.8,209,2001-10-03,5.0,48.0
186.5,204,2001-10-04,1.667,6.0
176.8,176,2001-10-05,1.333,5.0
180.2,161,2001-10-06,0.667,3.0
172.4,159,2001-10-07,2.0,7.0
170.8,119,2001-10-08,4.667,39.0
175.9,122,2001-10-09,1.333,5.0
178.1,151,2001-10-10,1.0,4.0
174.1,175,2001-10-11,3.333,18.0
178.5,196,2001-10-12,3.0,15.0
178.6,167,2001-10-13,0.667,3.0
190.8,178,2001-10-14,3.0,15.0
191.7,190,2001-10-15,1.667,6.0
205.8,187,2001-10-16,1.333,5.0
215.8,195,2001-10-17,1.0,4.0
226.9,203,2001-10-18,0.667,3.0
245.6,221,2001-10-19,2.0,7.0
242.5,247,2001-10-20,2.333,9.0
222.0,238,2001-10-21,7.667,179.0
230.4,209,2001-10-22,7.0,132.0
224.1,221,2001-10-23,1.0,4.0
236.0,209,2001-10-24,0.0,0.0
236.1,233,2001-10-25,2.0,7.0
233.6,238,2001-10-26,2.0,7.0
243.4,221,2001-10-27,0.667,3.0
224.2,215,2001-10-28,4.0,27.0
212.8,186,2001-10-29,3.0,15.0
222.7,159,2001-10-30,1.333,5.0
217.8,144,2001-10-31,4.333,32.0
232.0,159,2001-11-01,0.667,3.0
210.1,166,2001-11-02,0.667,3.0
212.5,166,2001-11-03,0.0,0.0
223.5,184,2001-11-04,0.0,0.0
230.6,216,2001-11-05,5.0,48.0
233.2,232,2001-11-06,6.333,94.0
230.9341377866573,204,2001-11-07,2.667,12.0
243.1,252,2001-11-08,1.333,5.0
265.6,247,2001-11-09,1.667,6.0
241.0,247,2001-11-10,3.333,18.0
229.3,240,2001-11-11,0.333,2.0
222.6,201,2001-11-12,0.0,0.0
226.8,196,2001-11-13,1.333,5.0
212.6,196,2001-11-14,0.333,2.0
202.4,194,2001-11-15,1.667,6.0
197.6,149,2001-11-16,1.0,4.0
194.0,141,2001-11-17,3.0,15.0
183.8,153,2001-11-18,3.333,18.0
186.8,134,2001-11-19,3.667,22.0
180.6,144,2001-11-20,0.0,0.0
179.7,133,2001-11-21,0.333,2.0
177.2074326911572,144,2001-11-22,2.667,12.0
172.9,133,2001-11-23,3.333,18.0
168.6,111,2001-11-24,4.667,39.0
165.6,121,2001-11-25,0.667,3.0
170.3,139,2001-11-26,0.667,3.0
185.3,126,2001-11-27,1.0,4.0
193.1,177,2001-11-28,1.333,5.0
210.5,191,2001-11-29,0.0,0.0
219.6,201,2001-11-30,1.0,4.0
215.1,215,2001-12-01,1.667,6.0
238.1,241,2001-12-02,1.0,4.0
228.3,242,2001-12-03,3.333,18.0
226.6,234,2001-12-04,2.0,7.0
230.1,255,2001-12-05,2.0,7.0
239.5,229,2001-12-06,3.0,15.0
219.3,223,2001-12-07,1.667,6.0
213.9,226,2001-12-08,0.667,3.0
217.5,228,2001-12-09,1.667,6.0
212.3,186,2001-12-10,1.333,5.0
213.9,171,2001-12-11,1.667,6.0
229.4,189,2001-12-12,3.0,15.0
213.4,192,2001-12-13,0.0,0.0
209.2271309913105,163,2001-12-14,2.0,7.0
211.0,174,2001-12-15,2.333,9.0
202.5,194,2001-12-16,1.333,5.0
199.0,192,2001-12-17,1.667,6.0
205.0,186,2001-12-18,1.667,6.0
201.6,160,2001-12-19,1.333,5.0
214.0,163,2001-12-20,1.667,6.0
226.7,194,2001-12-21,3.667,22.0
234.9,218,2001-12-22,0.667,3.0
246.3,215,2001-12-23,2.0,7.0
265.5,253,2001-12-24,2.667,12.0
250.3,231,2001-12-25,3.0,15.0
259.0,270,2001-12-26,2.333,9.0
265.6,265,2001-12-27,1.667,6.0
265.769772553238,252,2001-12-28,2.0,7.0
255.7,221,2001-12-29,2.667,12.0
238.5,216,2001-12-30,4.667,39.0
237.5,218,2001-12-31,4.0,27.0
224.5,220,2002-01-01,1.667,6.0
223.5,218,2002-01-02,2.0,7.0
213.0,220,2002-01-03,0.0,0.0
211.0,230,2002-01-04,0.667,3.0
205.2,191,2002-01-05,0.0,0.0
205.4981787400036,159,2002-01-06,1.0,4.0
211.3553683847187,146,2002-01-07,2.0,7.0
218.01560880255985,162,2002-01-08,0.333,2.0
220.9,196,2002-01-09,0.667,3.0
217.3,186,2002-01-10,3.333,18.0
221.4,209,2002-01-11,3.0,15.0
225.7,209,2002-01-12,1.333,5.0
232.9,201,2002-01-13,3.333,18.0
221.6,197,2002-01-14,2.0,7.0
211.2,168,2002-01-15,2.0,7.0
209.1,141,2002-01-16,0.0,0.0
205.0,120,2002-01-17,2.333,9.0
203.8,139,2002-01-18,0.0,0.0
206.9,160,2002-01-19,3.667,22.0
215.2,176,2002-01-20,2.333,9.0
217.5,191,2002-01-21,2.0,7.0
221.5,194,2002-01-22,1.667,6.0
219.4,227,2002-01-23,2.333,9.0
223.6,186,2002-01-24,0.333,2.0
227.6,157,2002-01-25,2.0,7.0
248.7,172,2002-01-26,1.0,4.0
240.5,191,2002-01-27,1.667,6.0
252.0,196,2002-01-28,2.0,7.0
253.2,188,2002-01-29,0.667,3.0
248.8,193,2002-01-30,1.0,4.0
235.5,181,2002-01-31,3.667,22.0
238.5,179,2002-02-01,2.0,7.0
233.7,214,2002-02-02,2.333,9.0
226.3,252,2002-02-03,0.333,2.0
228.1,243,2002-02-04,2.667,12.0
214.5,239,2002-02-05,4.667,39.0
196.9,198,2002-02-06,2.333,9.0
186.6,165,2002-02-07,3.333,18.0
186.4,165,2002-02-08,2.333,9.0
194.1,174,2002-02-09,3.667,22.0
210.9,166,2002-02-10,1.667,6.0
196.6,173,2002-02-11,2.667,12.0
203.1,174,2002-02-12,3.333,18.0
198.5,165,2002-02-13,1.0,4.0
191.3,146,2002-02-14,0.333,2.0
190.3,163,2002-02-15,1.0,4.0
188.9,125,2002-02-16,1.333,5.0
192.0,144,2002-02-17,2.0,7.0
188.4,127,2002-02-18,3.667,22.0
185.1,124,2002-02-19,1.333,5.0
189.1,151,2002-02-20,2.667,12.0
196.7,128,2002-02-21,3.0,15.0
187.9,133,2002-02-22,2.0,7.0
184.2,149,2002-02-23,1.0,4.0
188.9,157,2002-02-24,1.333,5.0
200.916636791002,192,2002-02-25,2.333,9.0
203.5,195,2002-02-26,2.667,12.0
194.9,170,2002-02-27,1.667,6.0
200.4,154,2002-02-28,6.0,80.0
184.3,163,2002-03-01,0.333,2.0
187.6,117,2002-03-02,1.0,4.0
179.6,167,2002-03-03,3.667,22.0
172.0,170,2002-03-04,2.667,12.0
169.4,158,2002-03-05,2.667,12.0
175.0,167,2002-03-06,2.333,9.0
177.0,139,2002-03-07,2.667,12.0
174.2,118,2002-03-08,0.0,0.0
173.65641162620545,111,2002-03-09,0.667,3.0
176.9,117,2002-03-10,3.333,18.0
180.0,154,2002-03-11,1.333,5.0
176.2,135,2002-03-12,2.667,12.0
182.1,138,2002-03-13,0.0,0.0
178.6,130,2002-03-14,0.333,2.0
174.0,150,2002-03-15,2.667,12.0
182.7,141,2002-03-16,0.0,0.0
182.7,132,2002-03-17,0.667,3.0
176.5,138,2002-03-18,3.0,15.0
173.3,114,2002-03-19,2.0,7.0
186.3,127,2002-03-20,1.333,5.0
172.8,142,2002-03-21,1.667,6.0
170.4,139,2002-03-22,0.333,2.0
169.4,158,2002-03-23,4.0,27.0
174.3,166,2002-03-24,3.333,18.0
169.1,163,2002-03-25,1.0,4.0
164.9,151,2002-03-26,3.0,15.0
168.4,172,2002-03-27,0.667,3.0
175.6,160,2002-03-28,0.333,2.0
180.8,170,2002-03-29,3.333,18.0
188.2,166,2002-03-30,2.667,12.0
204.0,187,2002-03-31,3.0,15.0
206.7,180,2002-04-01,1.333,5.0
205.9,201,2002-04-02,1.333,5.0
209.4,195,2002-04-03,2.0,7.0
216.3,197,2002-04-04,0.667,3.0
213.0379860137104,197,2002-04-05,0.333,2.0
206.7,211,2002-04-06,1.0,4.0
208.4,214,2002-04-07,0.667,3.0
206.8,208,2002-04-08,0.333,2.0
205.8,229,2002-04-09,0.667,3.0
195.1,220,2002-04-10,1.333,5.0
198.3,235,2002-04-11,3.333,18.0
213.0,251,2002-04-12,3.0,15.0
217.22162246827773,223,2002-04-13,3.333,18.0
211.6,232,2002-04-14,0.333,2.0
204.7,214,2002-04-15,2.333,9.0
197.2,175,2002-04-16,1.333,5.0
195.0,146,2002-04-17,3.0,15.0
189.8,164,2002-04-18,4.333,32.0
181.4,161,2002-04-19,5.333,56.0
179.0,158,2002-04-20,2.667,12.0
175.1,147,2002-04-21,2.333,9.0
171.7,144,2002-04-22,1.0,4.0
177.2,177,2002-04-23,3.333,18.0
178.9,232,2002-04-24,2.0,7.0
169.3,228,2002-04-25,0.0,0.0
164.7,156,2002-04-26,1.333,5.0
159.0,136,2002-04-27,3.0,15.0
154.7605870399267,110,2002-04-28,2.0,7.0
155.2,135,2002-04-29,2.333,9.0
155.6,132,2002-04-30,0.333,2.0
164.9,158,2002-05-01,0.667,3.0
171.7,177,2002-05-02,0.667,3.0
182.0,231,2002-05-03,0.667,3.0
192.7,258,2002-05-04,1.0,4.0
183.2,267,2002-05-05,1.333,5.0
194.3,231,2002-05-06,3.0,15.0
190.3,244,2002-05-07,3.0,15.0
190.2,220,2002-05-08,1.667,6.0
193.7,196,2002-05-09,1.0,4.0
194.8,207,2002-05-10,4.0,27.0
191.8,214,2002-05-11,4.333,32.0
187.1,202,2002-05-12,2.333,9.0
175.6,161,2002-05-13,1.0,4.0
164.2,118,2002-05-14,3.667,22.0
